id,player_api_id,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
708,189181,66,76,right,medium,medium,11,10,12,33,13,14,14,13,24,28,42,32,57,70,52,34,66,46,75,11,17,23,10,33,25,18,19,11,65,62,61,64,74
709,189181,66,76,right,medium,medium,11,10,12,33,13,14,14,13,24,28,42,32,57,70,52,34,66,46,75,11,17,23,10,33,25,18,19,11,65,62,61,64,74
710,189181,66,76,right,medium,medium,11,10,12,33,13,14,14,13,24,28,42,32,57,70,52,34,66,46,55,11,17,23,10,33,25,18,19,11,65,62,61,64,74
711,189181,66,75,right,medium,medium,11,10,12,39,13,14,14,13,24,28,42,32,57,70,58,45,66,46,55,11,17,23,10,33,25,18,19,20,65,62,61,64,74
712,189181,57,75,right,medium,medium,6,10,12,39,36,9,14,9,24,28,42,32,57,70,58,45,66,46,55,11,17,23,10,33,25,18,19,20,58,59,47,39,74
713,189181,57,75,right,medium,medium,23,23,23,39,36,23,14,9,47,28,42,32,57,70,58,45,66,46,55,23,23,30,18,33,22,23,23,20,58,59,47,39,74
714,189181,57,75,right,medium,medium,23,23,23,39,36,23,14,9,47,28,42,32,57,70,58,45,66,46,55,23,23,30,18,33,22,23,23,20,58,59,47,39,74
1220,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,32,25,25,25,22,25,25,25,60,61,53,62,64
1221,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,32,25,25,25,22,25,25,25,60,61,53,62,64
1222,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,32,25,25,25,22,25,25,25,60,61,53,62,64
1223,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,32,25,25,25,22,25,25,25,60,61,53,62,64
1224,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,25,22,25,25,25,60,61,53,62,64
1225,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,25,22,25,25,25,60,61,53,62,64
1226,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,25,22,25,25,25,60,61,53,62,64
1227,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,25,22,25,25,25,60,61,53,62,64
1228,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,25,22,25,25,25,60,61,53,62,64
1229,41489,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,25,22,25,25,25,60,61,53,62,64
1230,41489,61,61,right,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,25,22,25,25,25,60,61,53,62,64
1231,41489,61,61,right,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,25,22,25,25,25,60,61,53,62,64
1232,41489,61,61,right,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,34,25,25,21,22,25,25,25,60,61,53,62,64
1233,41489,61,65,right,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,52,60,30,40,66,35,61,25,34,25,25,43,22,25,25,25,60,61,53,62,64
1234,41489,61,63,right,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,52,60,30,40,66,35,61,25,34,25,25,43,22,25,25,25,60,61,53,62,64
1235,41489,60,68,right,medium,medium,22,13,12,25,25,25,12,25,31,22,42,42,52,59,37,20,56,36,31,25,34,25,25,43,21,25,25,25,58,61,67,62,60
1236,41489,60,61,right,medium,medium,22,9,32,25,24,28,12,30,31,22,42,42,52,59,37,20,56,36,31,25,34,25,25,43,21,25,27,24,58,61,67,62,60
1237,41489,60,61,right,medium,medium,22,9,32,25,24,28,12,30,31,22,42,42,52,59,37,20,56,36,31,25,34,25,25,43,21,25,27,24,58,61,67,62,60
1238,41489,54,61,right,medium,medium,22,9,32,25,24,28,12,30,64,22,42,42,52,39,37,20,56,36,31,25,34,25,25,43,21,25,27,24,51,49,64,58,58
1239,41489,50,55,right,medium,medium,22,9,32,25,24,28,12,30,44,22,42,42,52,39,37,20,56,36,31,25,34,25,25,43,21,25,27,24,46,44,44,63,55
1240,41489,50,53,right,medium,medium,22,9,32,25,24,28,12,50,44,22,42,42,52,39,37,20,56,36,31,18,34,25,25,43,21,25,27,24,46,44,44,63,55
1416,157303,73,73,right,medium,medium,15,11,11,16,11,11,18,12,12,18,52,56,35,67,41,16,63,33,74,14,20,24,13,38,18,15,11,16,77,71,66,71,78
1417,157303,73,73,right,medium,medium,15,11,11,16,11,11,18,12,12,18,52,56,35,67,41,16,63,33,74,14,20,24,13,18,18,15,11,16,77,71,66,71,78
1418,157303,70,70,right,medium,medium,25,25,25,25,25,25,25,25,25,25,52,56,35,66,41,35,63,33,74,25,25,23,25,25,25,25,25,25,73,66,62,70,74
1419,157303,70,73,right,medium,medium,25,25,25,25,25,25,25,25,25,25,52,56,35,66,41,35,63,33,74,25,25,23,25,25,25,25,25,25,73,66,62,70,74
1420,157303,72,77,right,medium,medium,25,25,25,25,25,25,25,25,25,25,52,56,35,66,41,35,63,33,74,25,25,23,25,25,25,25,25,25,75,66,62,72,76
1421,157303,72,77,right,medium,medium,14,10,10,15,10,10,17,11,11,17,52,56,35,66,41,35,63,50,74,13,19,23,12,17,17,14,10,15,75,66,62,72,76
1422,157303,73,82,right,medium,medium,14,10,10,15,10,10,17,11,11,17,52,56,35,66,41,35,63,50,74,13,19,23,12,17,17,14,10,15,75,72,69,72,76
1423,157303,73,82,right,medium,medium,14,10,10,15,10,10,17,11,11,17,52,56,35,66,41,35,63,50,74,13,19,23,12,17,17,14,10,15,75,72,69,72,76
1424,157303,73,79,right,medium,medium,14,10,10,15,10,10,17,11,11,17,42,40,35,66,41,35,63,40,74,13,19,28,12,24,17,14,10,15,75,71,66,71,76
1425,157303,71,79,right,medium,medium,14,10,10,15,10,10,17,11,11,17,42,40,35,55,41,35,63,40,51,13,19,28,12,24,17,14,10,15,73,71,64,71,73
1426,157303,69,78,right,medium,medium,14,10,10,15,10,10,17,24,11,17,42,40,35,55,36,45,63,40,51,13,19,28,21,24,17,14,10,15,72,67,59,68,72
1427,157303,61,78,right,medium,medium,9,5,10,15,5,5,17,24,11,17,42,40,35,55,36,45,63,40,51,8,19,28,21,24,17,9,10,15,63,56,57,58,68
1428,157303,60,78,right,medium,medium,21,21,21,21,5,21,17,24,61,21,50,40,35,35,36,45,63,21,22,21,21,30,35,24,27,21,21,15,65,56,61,60,64
1429,157303,60,78,right,medium,medium,21,21,21,21,5,21,17,24,61,21,50,40,35,35,36,45,63,21,22,21,21,30,35,24,27,21,21,15,65,56,61,60,64
1430,157303,50,70,right,medium,medium,21,21,21,21,5,21,17,24,41,21,50,40,35,35,36,45,63,21,21,21,21,30,35,24,27,21,21,15,55,46,41,50,54
1431,157303,50,70,right,medium,medium,21,21,21,21,5,21,17,24,41,21,50,40,35,35,36,45,63,21,21,21,21,30,35,24,27,21,21,15,55,46,41,50,54
1465,180197,66,66,right,medium,medium,21,18,23,26,22,14,15,23,37,19,33,31,43,65,48,23,55,27,66,19,33,18,13,47,22,13,21,21,69,62,59,64,69
1466,180197,66,66,right,medium,medium,21,18,23,26,22,14,15,23,37,19,33,31,43,65,48,23,55,27,66,19,33,18,13,47,22,13,21,21,69,62,59,64,69
1467,180197,66,66,right,medium,medium,21,18,23,26,22,14,15,23,37,19,33,31,43,65,48,23,55,27,66,19,33,18,13,47,22,13,21,21,69,62,59,64,69
1468,180197,66,66,right,medium,medium,21,18,23,26,22,14,15,23,37,19,33,31,43,65,48,23,55,27,66,19,33,18,13,47,22,13,21,21,69,62,59,64,69
1469,180197,66,66,right,medium,medium,21,18,23,26,22,14,15,23,37,19,33,31,43,65,48,23,55,27,66,19,33,18,13,47,22,13,21,21,69,62,59,64,69
1470,180197,66,66,right,medium,medium,21,18,23,26,22,14,15,23,37,19,33,31,43,65,48,23,55,27,66,19,33,18,13,47,22,13,21,21,69,62,59,64,69
1471,180197,65,65,right,medium,medium,20,25,24,25,21,25,25,25,36,24,33,39,43,65,48,35,55,27,62,26,32,25,25,25,21,25,20,20,68,61,58,63,68
1472,180197,65,65,right,medium,medium,25,25,25,25,25,25,25,25,36,25,33,39,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,68,62,58,63,68
1473,180197,65,65,right,medium,medium,25,25,25,25,25,25,25,25,36,25,33,39,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,68,62,58,63,68
1474,180197,65,65,right,medium,medium,25,25,25,25,25,25,25,25,36,25,33,39,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,68,62,58,63,68
1475,180197,63,63,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,20,21,25,25,25,65,60,58,62,63
1476,180197,62,62,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,20,21,25,25,25,64,60,58,62,63
1477,180197,62,62,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,21,21,25,25,25,64,60,58,62,63
1478,180197,62,62,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,64,60,58,62,63
1479,180197,61,61,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,65,58,60,57,64
1480,180197,60,60,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,65,58,60,53,64
1481,180197,60,60,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,65,58,60,53,64
1482,180197,60,61,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,65,58,60,53,64
1483,180197,59,59,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,63,58,60,53,60
1484,180197,59,59,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,63,58,60,53,62
1485,180197,59,59,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,63,58,60,53,62
1486,180197,59,59,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,63,58,60,53,62
1487,180197,59,59,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,63,58,60,53,62
1488,180197,60,59,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,63,58,60,54,62
1489,180197,63,66,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,25,25,67,65,63,58,66
1490,180197,63,66,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,25,21,25,9,25,67,65,63,58,66
1491,180197,63,66,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,42,21,25,9,25,67,65,64,63,64
1492,180197,61,66,right,medium,medium,25,25,25,25,25,25,25,25,36,25,37,45,43,65,48,35,55,27,62,25,32,25,25,42,21,25,9,25,67,63,61,59,60
1493,180197,61,66,right,medium,medium,25,25,27,25,25,20,25,25,36,25,37,45,43,65,28,35,55,27,62,25,32,25,25,42,21,25,20,25,67,63,61,59,60
1494,180197,61,66,right,medium,medium,25,8,27,25,25,20,25,25,36,25,37,45,43,65,28,35,55,27,62,25,32,25,25,42,21,25,20,25,67,63,61,59,60
1495,180197,60,64,right,medium,medium,21,26,27,25,25,21,25,25,59,25,37,45,43,65,28,35,55,52,57,21,32,48,22,42,51,21,21,25,67,60,59,59,56
1496,180197,60,66,right,medium,medium,21,26,27,25,25,21,25,25,61,25,37,45,43,65,28,35,55,52,57,21,32,48,22,42,51,21,21,25,66,62,61,57,58
1497,180197,60,66,right,medium,medium,21,26,27,25,25,21,25,25,61,25,37,45,43,65,28,35,55,52,57,21,32,48,22,42,51,21,21,25,66,62,61,57,58
1596,38617,73,73,right,medium,medium,19,18,18,28,32,19,27,21,25,27,47,49,50,72,42,17,73,41,72,14,44,22,16,63,41,20,11,18,75,69,82,70,75
1597,38617,73,73,right,medium,medium,19,18,18,28,32,19,27,21,25,27,47,49,50,72,42,17,73,41,72,14,44,22,16,16,41,20,11,18,75,69,82,70,75
1598,38617,72,72,right,medium,medium,25,25,25,27,31,25,26,20,24,26,47,49,50,71,42,25,73,41,72,25,43,21,25,25,40,25,25,25,74,68,81,69,74
1599,38617,72,72,right,medium,medium,25,25,25,27,31,25,26,20,24,26,47,49,50,71,42,25,73,41,72,25,43,21,25,25,40,25,25,25,74,69,81,69,74
1600,38617,72,72,right,medium,medium,25,25,25,27,31,25,26,20,24,26,47,49,50,71,42,25,73,41,72,25,43,21,25,25,40,25,25,25,74,69,84,69,74
1601,38617,72,74,right,medium,medium,25,25,25,27,31,25,26,20,24,26,47,49,50,71,42,25,73,41,72,25,43,21,25,25,40,25,25,25,74,69,84,69,74
1602,38617,72,74,right,medium,medium,25,25,25,27,25,25,25,25,24,24,47,52,50,71,42,25,73,41,72,25,43,21,25,25,40,25,25,25,74,69,78,69,74
1603,38617,72,74,right,medium,medium,18,17,17,27,15,18,17,18,24,24,47,52,50,71,42,16,73,53,72,13,61,21,15,35,40,19,10,17,74,69,78,69,74
1604,38617,72,74,right,medium,medium,18,17,17,27,15,18,17,18,24,24,47,52,50,71,42,16,73,53,72,13,61,21,15,35,40,19,10,17,74,69,78,69,74
1605,38617,72,74,right,medium,medium,18,17,17,27,15,18,17,18,24,24,47,52,50,60,42,16,73,53,72,13,61,21,15,35,40,19,10,17,75,69,79,69,75
1606,38617,72,74,right,medium,medium,18,17,17,27,15,18,17,18,24,24,50,52,54,60,42,16,73,51,72,13,59,21,15,34,29,19,10,17,74,71,76,69,76
1607,38617,69,71,right,medium,medium,18,17,17,27,15,18,17,18,24,24,48,43,54,60,42,16,73,61,72,13,59,21,15,39,29,19,10,17,71,66,75,67,74
1608,38617,70,78,right,medium,medium,18,17,17,27,15,18,17,18,24,24,48,43,54,60,61,16,73,61,72,13,59,30,15,39,29,19,9,17,71,66,75,67,74
1609,38617,70,78,right,medium,medium,18,17,17,27,15,18,17,18,24,24,48,43,54,60,61,16,73,61,72,21,59,30,15,39,29,19,24,17,71,66,70,67,74
1610,38617,68,78,right,medium,medium,21,21,21,27,15,21,17,18,70,24,48,43,54,60,61,21,73,61,70,21,59,44,67,39,58,21,24,17,70,61,70,66,75
1611,38617,70,78,right,medium,medium,21,21,21,27,15,21,17,18,70,24,48,43,54,60,61,21,73,61,70,21,59,44,67,39,58,21,24,17,70,61,70,66,80
1612,38617,69,78,right,medium,medium,21,21,21,27,15,21,17,18,66,24,48,43,54,60,61,21,73,61,70,21,59,44,67,39,58,21,24,17,70,61,66,66,80
1613,38617,67,78,right,medium,medium,21,21,21,27,15,21,17,18,53,24,48,43,54,60,61,21,73,61,70,21,59,44,67,39,58,21,24,17,72,61,53,58,80
1614,38617,68,78,right,medium,medium,21,21,21,27,15,21,17,18,59,24,48,43,54,69,61,21,73,71,78,21,59,44,67,39,58,21,24,17,70,61,59,62,72
1615,38617,62,65,right,medium,medium,18,27,57,27,15,18,17,58,67,54,48,43,54,69,61,16,73,81,78,27,59,44,67,39,58,19,34,17,65,48,67,59,68
3140,169756,78,78,right,medium,medium,12,16,15,21,12,15,12,17,32,23,46,44,47,75,48,40,69,38,74,20,38,25,12,32,44,14,19,14,80,75,71,75,86
3141,169756,78,78,right,medium,medium,12,16,15,21,12,15,12,17,32,23,46,44,47,71,48,40,69,38,74,20,38,25,12,29,44,14,19,14,80,76,71,76,85
3142,169756,78,78,right,medium,medium,12,16,15,21,12,15,12,17,32,23,46,44,47,71,48,40,69,38,74,20,38,25,12,14,44,14,19,14,80,76,71,76,85
3143,169756,78,78,right,medium,medium,12,16,15,21,12,15,12,17,32,23,46,44,47,71,48,40,69,38,74,20,38,25,12,14,44,14,19,14,79,76,71,76,85
3144,169756,78,78,right,medium,medium,12,16,15,21,12,15,12,17,32,23,46,44,47,71,48,40,69,38,74,20,38,25,12,14,44,14,19,14,78,76,71,76,85
3145,169756,78,78,right,medium,medium,12,16,15,21,12,15,12,17,32,23,46,44,47,71,48,40,69,38,74,20,38,25,12,14,44,14,19,14,78,76,71,76,85
3146,169756,77,77,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,41,25,25,25,77,75,70,75,84
3147,169756,76,76,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,75,75,70,75,81
3148,169756,76,76,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,75,76,72,75,81
3149,169756,76,78,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,75,76,72,75,81
3150,169756,76,79,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,75,76,72,75,81
3151,169756,76,79,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,75,76,72,75,81
3152,169756,77,79,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,75,79,72,75,80
3153,169756,77,78,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,75,79,72,75,80
3154,169756,76,78,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,75,79,70,75,80
3155,169756,76,78,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,74,79,70,75,79
3156,169756,76,78,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,72,79,70,75,79
3157,169756,75,78,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,72,79,68,75,79
3158,169756,76,78,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,72,82,64,75,79
3159,169756,76,79,right,medium,medium,25,25,25,20,25,25,25,25,31,22,46,44,47,70,48,39,69,38,74,25,37,24,25,25,28,25,25,25,72,82,64,75,79
3160,169756,76,79,right,medium,medium,21,15,22,20,25,14,23,16,31,22,46,44,47,70,48,39,69,38,74,19,37,24,11,26,28,13,18,13,72,82,64,75,79
3161,169756,75,79,right,medium,medium,11,15,12,20,25,14,13,16,31,22,46,44,47,70,48,39,69,38,74,19,37,24,11,26,28,13,18,13,72,82,64,75,76
3162,169756,73,79,right,medium,medium,11,15,12,20,25,14,13,16,31,22,46,44,47,70,48,39,68,38,74,19,37,24,11,26,28,13,18,13,71,79,64,74,72
3163,169756,73,79,right,medium,medium,11,15,12,20,25,14,13,16,31,22,46,44,47,70,48,39,68,38,74,19,37,24,11,26,28,13,18,13,71,79,64,74,72
3164,169756,73,79,right,medium,medium,11,15,12,20,25,14,13,16,31,22,46,44,47,70,48,39,68,38,74,19,37,24,11,26,28,13,18,13,71,79,64,74,72
3165,169756,57,64,right,medium,medium,11,15,8,20,25,14,9,16,31,22,46,44,47,55,48,31,62,38,57,19,37,24,11,26,28,13,8,13,56,62,54,57,52
3166,169756,57,64,right,medium,medium,11,15,8,20,25,14,9,16,31,22,46,44,47,55,48,31,62,38,57,19,37,24,11,26,28,13,8,13,56,62,54,57,52
3167,169756,57,64,right,medium,medium,11,15,8,20,25,14,9,16,31,22,46,44,47,55,48,31,62,38,57,19,37,24,11,26,28,13,8,13,56,62,54,57,52
3173,280969,70,70,right,medium,medium,25,25,25,27,25,25,25,25,25,26,36,39,32,66,48,25,73,30,69,25,31,21,25,25,29,25,25,25,71,70,65,69,73
3174,280969,71,71,right,medium,medium,25,25,25,27,25,25,25,25,25,26,36,39,32,67,48,25,73,30,69,25,31,21,25,25,29,25,25,25,71,71,65,69,75
3175,280969,72,72,right,medium,medium,25,25,25,27,25,25,25,25,25,26,36,39,32,67,48,25,73,30,69,25,31,21,25,25,29,25,25,25,72,72,67,70,76
3176,280969,71,71,right,medium,medium,25,25,25,27,25,25,25,25,25,26,36,39,32,67,48,25,73,30,69,25,31,21,25,25,29,25,25,25,71,72,65,69,74
3177,280969,69,69,right,medium,medium,25,25,25,27,25,25,25,25,25,26,36,39,32,64,48,25,73,30,69,25,31,21,25,25,29,25,25,25,69,71,65,65,72
3178,280969,68,68,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,58,48,19,73,30,69,10,31,21,15,10,29,11,13,9,69,71,65,67,70
3179,280969,68,70,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,58,48,19,73,30,69,10,31,21,15,10,29,11,13,9,69,71,65,67,70
3180,280969,68,70,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,53,48,19,73,30,69,10,31,21,15,10,29,11,13,9,69,71,67,68,70
3181,280969,69,71,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,53,48,19,73,30,69,10,31,21,15,10,29,11,13,9,69,74,67,68,70
3182,280969,70,72,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,53,48,19,73,30,69,10,31,21,15,10,29,11,13,9,69,74,67,69,72
3183,280969,70,72,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,53,48,19,63,33,77,10,31,21,15,22,29,11,13,9,69,74,67,69,72
3184,280969,71,74,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,53,48,19,63,33,77,10,31,21,15,22,29,11,13,9,72,73,67,70,75
3185,280969,72,74,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,53,48,19,63,33,77,10,31,21,15,22,29,11,13,9,74,75,67,71,76
3186,280969,72,73,right,medium,medium,10,11,13,27,13,16,12,11,17,26,36,39,32,53,48,19,57,33,77,10,31,21,15,22,29,11,13,9,74,75,67,71,76
3187,280969,66,68,right,medium,medium,10,11,13,27,13,16,11,12,17,26,39,39,32,53,48,19,57,44,62,10,31,21,15,22,29,11,13,21,66,64,62,64,72
3188,280969,66,68,right,medium,medium,10,11,13,27,13,16,20,21,17,26,39,39,32,53,48,19,57,44,62,10,31,21,15,22,29,11,13,21,66,64,62,64,72
3189,280969,66,68,right,medium,medium,10,11,13,27,13,16,20,21,17,26,39,39,32,53,48,19,57,44,62,10,31,21,15,22,29,11,13,21,66,64,62,64,72
